OBJECTID,sgmnt_d,routes,n_routs,RapidRd,ftrLINK,street,TOTAL,active,ptile,int_ctg,FTV,Shp_Lng,FTV_pdt,Shape__Length
1,2361,18,1,none,0,28th Ave NW,0,1,0.00457785422779, , ,4364.56749748,Other Transit,4364.56749748257
2,3003,15,1,none,0,14th Ave NW,0,1,0.00577128874894, , ,665.846054789,Other Transit,665.846054788908
3,1263,15,1,none,0,15th Ave NW,2,1,0.00880644210816, , ,4405.46884081,Other Transit,4405.468840795
4,1325,18,1,none,0,24th Ave NW,2,1,0.0116050883406, , ,4364.87359799,Other Transit,4364.87359799446
5,1349,17,1,none,0,32nd Ave NW,2,1,0.015061537009, , ,5390.80694105,Other Transit,5390.80694105342
6,2089,"56, 57",2,none,0,SW Admiral Way,2,1,0.0187810458305, , ,5801.08541915,Other Transit,5801.08541915662
7,2190,17,1,none,0,32nd Ave NW,2,1,0.0204740315954, , ,2640.44407651,Other Transit,2640.44407651065
8,2219,57,1,none,0,49th Ave SW,2,1,0.0247523484577, , ,6672.62339194,Other Transit,6672.623391942
9,3158,"56, 57",2,none,0,W Seattle Fwy,2,1,0.0254436150131, , ,1078.1252384,Other Transit,1078.12523839344
10,4568,"56, 57",2,none,0, ,2,1,0.0262243962353, , ,1217.73566917,Other Transit,1217.73566915821
11,1527,55,1,none,0,California Ave SW,3,1,0.0304553456937, , ,465.48228534,Other Transit,465.482285340243
12,1706,27,1,none,0,Lakeside Ave S,3,1,0.0338243829567, , ,5254.47683575,Other Transit,5254.47683575956
13,1866,45,1,none,0, ,3,1,0.0345986458701, , ,360.558116139,Other Transit,360.558116138722
14,1867,45,1,none,0, ,3,1,0.035201484334, , ,940.209471353,Other Transit,940.209471353122
15,2006,27,1,none,0,Lakeside Ave S,3,1,0.0358122658533, , ,952.597758493,Other Transit,952.597758490749
16,2139,33,1,none,0, ,3,1,0.0362011422366, ,Frequent,606.506188069,Frequent: 15,606.506188069228
17,2145,33,1,none,0,W Government Way,3,1,0.0366953681085, , ,770.813200614,Other Transit,770.813200599849
18,2204,33,1,none,0,Texas Way,3,1,0.0392762073552, , ,3648.801526,Other Transit,3648.80152600283
19,2362,57,1,none,0,SW Genesee St,3,1,0.042314148965, , ,4408.04165104,Other Transit,4408.04165103834
20,2369,28,1,none,0,3rd Ave NW,3,1,0.0444340941665, , ,3306.3460225,Other Transit,3306.34602249558
21,2382,2,1,none,0,Madrona Dr,3,1,0.0475343664622, ,Frequent,2513.64546299,Frequent: 15,2513.64546298991
22,2429,304,1,none,0,NE 145th St,3,1,0.047888368785, ,Frequent,552.115295779,Frequent: 10,552.115295778519
23,2431,304,1,none,0,State Rte 523,3,1,0.048385862898, ,Frequent,775.910471948,Frequent: 10,775.910471948377
24,1358,21,1,none,0,35th Ave SW,5,1,0.0512744152482, , ,2024.87490098,Other Transit,2024.87490097642
25,1393,11,1,none,0,42nd Ave E,5,1,0.0527934248748, ,Frequent,2369.10436813,Frequent: 15,2369.10436812341
26,1395,"21, 22",2,none,0,Marine View Dr SW,5,1,0.0563945584496, , ,5616.46294603,Other Transit,5616.46294603136
27,1465,28,1,none,0,8th Ave NW,5,1,0.0595080825306, ,Frequent,4060.50481293,Frequent: 15,4060.50481291582
28,1537,31,1,none,0,Condon Way W,5,1,0.0606888203001, ,Frequent,1133.6173013,Frequent: 15,1133.61730129912
29,1566,11,1,none,0,E Madison St,5,1,0.0610247139045, ,Frequent,523.872259534,Frequent: 15,523.872259544508
30,1568,11,1,none,0,E Madison St,5,1,0.064411919196, ,Frequent,5282.81237424,Frequent: 15,5282.81237423712
31,1869,"18, 45",2,none,0, ,5,1,0.0652749567365, , ,1346.02570733,Other Transit,1346.02570732809
32,2044,75,1,none,0,Sand Point Way NE,5,1,0.0714552586733, ,Frequent,9639.03062794,Frequent: 15,9639.03062794578
33,2090,"50, 56",2,none,0,SW Admiral Way,5,1,0.0718685532321, ,Frequent,644.589690267,Frequent: 15,644.589690252475
34,2146,"24, 33",2,none,0,W Government Way,5,1,0.0725846498154, , ,727.889889803,Other Transit,727.88988980258
35,2158,24,1,none,0,W Viewmont Way W,5,1,0.0774554184463, , ,6984.91122932,Other Transit,6984.91122931744
36,2296,C Line,1,Existing,0,Fauntleroy Way SW,5,1,0.0804115427759, ,Very Frequent,4610.48234294,Frequent: 10,4610.48234294012
37,2341,28,1,none,0,3rd Ave NW,5,1,0.0841887067051, , ,5891.00648686,Other Transit,5891.00648685579
38,2354,125,1,none,0,16th Ave SW,5,1,0.0885039150488, , ,6730.16072938,Other Transit,6730.16072937804
39,2413,28,1,none,0,N 145th St,5,1,0.0893493862598, , ,1318.62860115,Other Transit,1318.62860116783
40,2445,304,1,none,0,State Rte 523,5,1,0.090200843121, ,Frequent,1327.96404574,Frequent: 10,1327.96404574357
41,2796,C Line,1,Existing,0,SW Spokane St,5,1,0.0920654916149, ,Very Frequent,2116.14216556,Frequent: 10 Plus,2116.14216554937
42,3042,31,1,none,0,Condon Way W,5,1,0.092574121627, ,Frequent,793.278437626,Frequent: 15,793.278437625965
43,3119,24,1,none,0,W Viewmont Way W,5,1,0.0932380902849, , ,765.464057484,Other Transit,765.464057484426
44,3161,C Line,1,Existing,0,West Seattle Bridge Ramp,5,1,0.093711081551, ,Very Frequent,737.694913187,Frequent: 10 Plus,737.694913172632
45,4382,C Line,1,Existing,0,Fauntleroy Way SW,5,1,0.0948588782115, ,Very Frequent,1790.14670779,Frequent: 10,1790.14670779287
46,4393,31,1,none,0,W McGraw St,5,1,0.0952798064487, ,Frequent,656.495461136,Frequent: 15,656.495461135549
47,4394,31,1,none,0,W McGraw St,5,1,0.09549311024, ,Frequent,332.67659074,Frequent: 15,332.676590740006
48,4396,"24, 33",2,none,0,28th Ave W,5,1,0.095682325985, ,Frequent,295.107970431,Frequent: 15,295.107970446174
49,1319,372,1,none,0,25th Ave NE,7,1,0.0967982245879, ,Frequent,1740.39730106,Frequent: 10,1740.39730106432
50,1326,24,1,none,0,28th Ave W,7,1,0.103280626627, , ,10110.1972746,Other Transit,10110.1972746402
51,1328,"24, 31, 33",3,none,0,28th Ave W,7,1,0.103489011802, ,Frequent,325.005332001,Frequent: 15,325.005332000818
52,1352,"24, 31",2,none,0,34th Ave W,7,1,0.108108441491, , ,7204.63574635,Other Transit,7204.63574634728
53,1357,"64, 65",2,none,0,35th Ave NE,7,1,0.108277619735, ,Frequent,263.856732797,Frequent: 15,263.856732797383
54,1360,"21, 22",2,none,0,35th Ave SW,7,1,0.109161637008, , ,1378.74648438,Other Transit,1378.74648438277
55,1420,79,1,none,0,50th Ave NE,7,1,0.111120837634, , ,3055.64275644,Other Transit,3055.64275643612
56,1468,28,1,none,0,8th Ave NW,7,1,0.11729880935, ,Frequent,5350.05475406,Frequent: 15,5350.05475405836
57,1529,"128, 55",2,none,0,California Ave SW,7,1,0.119199833738, , ,2964.9089143,Other Transit,2964.90891429825
58,1546,120,1,Funded,1,W Seattle Fwy,7,1,0.11997262946, ,High-Capacity,1205.28118294,Frequent: 10 Plus,1205.28118293952
59,1633,33,1,none,0,Gilman Ave W,7,1,0.122587992746, , ,4079.01864212,Other Transit,4079.01864212396
60,1700,"322, 522",2,none,0,Lake City Way NE,7,1,0.125030896085,Frequent,Very Frequent,3810.04364285,Frequent: 10,3810.04364284604
61,1723,2,1,none,0,34th Ave,7,1,0.126852065877,Frequent,Frequent,2840.36469281,Frequent: 15,2840.36469280462
62,1751,14,1,none,0,Mount Rainier Dr S,7,1,0.127313930532,Frequent, ,720.341433137,Other Transit,720.341433137343
63,1769,20,1,none,0,N 80th St,7,1,0.128588924176,Frequent,Frequent,1988.52789181,Other Transit,1988.52789181365
64,1815,"62, 79",2,none,0,NE 65th St,7,1,0.12943486101,Frequent,Frequent,1319.35480426,Frequent: 15,1319.3548042623
65,1816,"62, 79",2,none,0,NE Princeton Way,7,1,0.130769246135,Frequent,Frequent,2081.15707348,Frequent: 15,2081.15707347748
66,1818,62,1,none,0,NE 65th St,7,1,0.133045526259,Frequent,Frequent,3550.17182895,Frequent: 15,3550.17182895439
67,1825,79,1,none,0,55th Ave NE,7,1,0.135594673815,Frequent, ,3975.7461077,Other Transit,3975.74610770333
68,1830,79,1,none,0,NE 75th St,7,1,0.137303013871,Frequent, ,2664.39120497,Other Transit,2664.39120495165
69,1926,120,1,Funded,1,West Seattle Bridge Ramp,7,1,0.137728432175,Frequent,High-Capacity,663.498337169,Frequent: 10 Plus,663.498337171595
70,1985,372,1,none,0,Ravenna Ave NE,7,1,0.139905160272,Frequent,Frequent,3394.90675488,Frequent: 10,3394.9067548764
71,2114,C Line,1,Existing,0,SW Wildwood Pl,7,1,0.141896208932,Frequent,Very Frequent,270.696708874,Frequent: 10,270.696708873709
72,2115,C Line,1,Existing,0,SW Wildwood Pl,7,1,0.142718910784,Frequent,Very Frequent,1283.11665533,Frequent: 10,1283.11665532719
73,2133,24,1,none,0,Viewmont Way W,7,1,0.143510646676,Frequent, ,497.870636524,Other Transit,497.870636523618
74,2165,"C Line, 120",2,Existing,1,W Seattle Fwy,7,1,0.145518175925,Frequent,High-Capacity,3131.01788847,Frequent: 10 Plus,3131.01788846623
75,2170,"C Line, 120",2,Existing,1,W Seattle Fwy,7,1,0.147818586542,Frequent,High-Capacity,3587.80665109,Frequent: 10 Plus,3587.80665108999
76,2192,E Line,1,Existing,0,Aurora Ave N,7,1,0.148231126347,Frequent,Very Frequent,643.412546943,Frequent: 10 Plus,643.412546942863
77,2195,73,1,none,0,15th Ave NE,7,1,0.154536737327,Frequent, ,9834.46730975,Other Transit,9834.46730975093
78,2196,"64, 65",2,none,0,35th Ave NE,7,1,0.156064801838,Frequent,Frequent,2383.22670532,Frequent: 15,2383.22670531637
79,2265,57,1,none,0,Glenn Way SW,7,1,0.156539184189,Frequent, ,739.864501806,Other Transit,739.86450180583
80,2282,75,1,none,0,Sand Point Way NE,7,1,0.159971864246,Frequent,Frequent,5353.73652416,Frequent: 15,5353.73652415854
81,2297,C Line,1,Existing,0,California Ave SW,7,1,0.160557063296,Frequent,Very Frequent,912.698380352,Frequent: 10,912.69838035152
82,2352,"21, 22",2,none,0,SW 100th St,7,1,0.163829299451,Frequent, ,5103.50219756,Other Transit,5103.50219756254
83,2357,22,1,none,0,SW Thistle St,7,1,0.165107376614,Frequent, ,1993.33706389,Other Transit,1993.33706389165
84,2365,"113, 121",2,none,0,E Marginal Way S,7,1,0.16579259082,Frequent, ,1068.68576786,Other Transit,1068.68576786044
85,2368,"21, 22",2,none,0,35th Ave SW,7,1,0.167947151426,Frequent, ,3360.33350583,Other Transit,3360.33350583033
86,2381,27,1,none,0,Lake Dell Ave,7,1,0.171280586853,Frequent,Frequent,3210.54439045,Frequent: 15,3210.54439045275
87,2797,C Line,1,Existing,0,West Seattle Bridge Ramp,7,1,0.171742320016,Frequent,Very Frequent,720.136352765,Frequent: 10 Plus,720.136352765299
88,3162,C Line,1,Existing,0,SW Spokane St,7,1,0.172796630701,Frequent,Very Frequent,1644.34247478,Frequent: 10 Plus,1644.34247479948
89,4006,67,1,none,0,Roosevelt Way NE,7,1,0.173001664335,Frequent,Frequent,319.778144061,Frequent: 15,319.778144061291
90,4036,45,1,none,0,E Green Lake Dr N,7,1,0.173344941443,Frequent,Frequent,535.387847685,Frequent: 15,535.387847685438
91,4064,"31, 33",2,none,0, ,7,1,0.175465525954,Frequent,Frequent,3307.34311432,Frequent: 15,3307.34311432489
92,4383,C Line,1,Existing,0,Fauntleroy Way SW,7,1,0.176785762195,Frequent,Very Frequent,2059.08994227,Frequent: 10,2059.08994227386
93,4384,22,1,none,0,California Ave SW,7,1,0.180073299517,Frequent, ,5127.3664729,Other Transit,5127.36647291923
94,4385,22,1,none,0,California Ave SW,7,1,0.18104183056,Frequent, ,1510.55732977,Other Transit,1510.55732976615
95,4395,"24, 31, 33",3,none,0,28th Ave W,7,1,0.181493182237,Frequent,Frequent,703.944997234,Frequent: 15,703.94499723403
96,1254,79,1,none,0,15th Ave NE,8,1,0.18321181653,Frequent, ,2680.44648327,Other Transit,2680.44648326926
97,1314,"18, 40",2,Candidate,0,24th Ave NW,8,1,0.187050583603,Frequent,Very Frequent,5335.28177964,Frequent: 10,5335.28177964186
98,1355,"64, 65",2,none,0,35th Ave NE,8,1,0.190423722349,Frequent,Frequent,5260.87366299,Frequent: 15,5260.87366298724
99,1356,"64, 65",2,none,0,35th Ave NE,8,1,0.195561348172,Frequent,Frequent,8012.83386602,Frequent: 15,8012.83386602328
100,1361,"21, C Line",2,Existing,0,35th Ave SW,8,1,0.196399361501,Frequent,Very Frequent,1306.99700914,Frequent: 10,1306.99700914389
101,1362,21,1,none,0,35th Ave SW,8,1,0.200234537543,Frequent,Frequent,5981.48435302,Frequent: 15,5981.48435301615
102,1466,28,1,none,0,8th Ave NW,8,1,0.20324484773,Frequent,Frequent,2939.6445037,Frequent: 15,2939.64450369716
103,1467,28,1,none,0,8th Ave NW,8,1,0.204960643788,Frequent,Frequent,2676.01986392,Frequent: 15,2676.01986391759
104,1477,1,1,none,0,10th Ave W,8,1,0.205230070385,Frequent,Frequent,420.207822846,Frequent: 15,420.207822843476
105,1488,E Line,1,Existing,0,Aurora Ave N,8,1,0.207311330347,Frequent,Very Frequent,3246.01107327,Frequent: 10 Plus,3246.01107326574
106,1556,3,1,none,0,E Cherry St,8,1,0.209254006836,Frequent,Frequent,3029.87109167,Frequent: 15,3029.87109168122
107,1604,"113, 121",2,none,0,E Marginal Way S,8,1,0.211079790663,Frequent, ,4042.95200083,Other Transit,4042.95200082893
108,1605,"113, 121",2,none,0,E Marginal Way S,8,1,0.211361506392,Frequent, ,439.374414927,Other Transit,439.374414926526
109,1607,"113, 121",2,none,0,E Marginal Way S,8,1,0.213601174583,Frequent, ,3493.0704853,Other Transit,3493.07048529889
110,1634,"31, 33",2,none,0,Gilman Ave W,8,1,0.214203284058,Frequent,Frequent,939.072512643,Frequent: 15,939.072512642526
111,1701,"322, 522, 73",3,none,0,Lake City Way NE,8,1,0.21447244224,Frequent,Very Frequent,419.789192371,Frequent: 10,419.789192371276
112,1704,"322, 372, 522",3,none,0,Lake City Way NE,8,1,0.217967107062,Frequent,Very Frequent,5450.41028706,Frequent: 10,5450.41028706434
113,1755,304,1,none,0,N 145th St,8,1,0.21967446817,Frequent,Frequent,2662.86440141,Frequent: 10,2662.86440141155
114,1812,79,1,none,0,Princeton Ave NE,8,1,0.221741117423,Frequent, ,2620.41753409,Other Transit,2620.41753409678
115,1827,67,1,none,0,NE 75th St,8,1,0.222091382647,Frequent,Frequent,546.286776892,Frequent: 15,546.286776892477
116,1828,79,1,none,0,NE 75th St,8,1,0.223027993454,Frequent, ,1460.77333161,Other Transit,1460.77333160988
117,1829,79,1,none,0,NE 75th St,8,1,0.223879375942,Frequent, ,1327.84805053,Other Transit,1327.84805052862
118,1868,45,1,none,0,NW 85th St,8,1,0.227389914378,Frequent,Frequent,2663.16815453,Frequent: 15,2663.16815452956
119,1870,45,1,none,0,NW 85th St,8,1,0.228234061444,Frequent,Frequent,1316.5634152,Frequent: 15,1316.56341519525
120,1900,13,1,none,0,Queen Anne Ave N,8,1,0.229662318332,Frequent,Very Frequent,2227.56299509,Frequent: 10,2227.56299508443
121,1906,"13, 3, 4",3,none,0,W McGraw St,8,1,0.230581325921,Frequent,Very Frequent,1433.31869313,Frequent: 10,1433.3186931267
122,1922,113,1,none,0,State Rte 509,8,1,0.231882963332,Frequent, ,2030.08251035,Other Transit,2030.08251034846
123,1923,113,1,none,0,509 Ramp,8,1,0.233400838465,Frequent, ,2367.33497,Other Transit,2367.33496999388
124,2013,50,1,none,0,50th Ave S,8,1,0.235585880779,Frequent,Frequent,3407.87391944,Frequent: 15,3407.87391944127
125,2047,75,1,none,0,Sand Point Way NE,8,1,0.23731171869,Frequent,Frequent,1506.78195787,Frequent: 15,1506.78195787295
126,2065,"113, 121",2,none,0,State Rte 509,8,1,0.239623618201,Frequent, ,3605.72516004,Other Transit,3605.72516003885
127,2066,"113, 121",2,none,0,State Rte 509,8,1,0.241167998256,Frequent, ,2408.67304084,Other Transit,2408.67304083521
128,2073,"113, 121",2,none,0,State Rte 509,8,1,0.242398778761,Frequent, ,1919.57142278,Other Transit,1919.57142278172
129,2088,"50, 56",2,none,0,SW Admiral Way,8,1,0.245296283752,Frequent,Frequent,4519.05742388,Frequent: 15,4519.05742387727
130,2098,C Line,1,Existing,0,SW Barton St,8,1,0.247111237435,Frequent,Very Frequent,2830.66981498,Frequent: 10,2830.66981498225
131,2108,"21, 22, C Line",3,Existing,0,SW Roxbury St,8,1,0.248849886221,Frequent,Very Frequent,2711.66183659,Frequent: 10,2711.66183658913
132,2148,29,1,none,0,W McGraw St,8,1,0.249485217414,Frequent, ,990.886350241,Other Transit,990.886350241252
133,2267,21,1,none,0,35th Ave SW,8,1,0.253059139626,Frequent,Frequent,2632.19181206,Frequent: 15,2632.19181205702
134,2345,372,1,none,0,25th Ave NE,8,1,0.254760411832,Frequent,Frequent,2653.36791997,Frequent: 10,2653.36791996779
135,2414,"16, 28, 304",3,none,0,N 145th St,8,1,0.256304297205,Frequent,Frequent,1911.99146044,Frequent: 10,1911.99146042763
136,2430,347,1,none,0,NE 145th St,8,1,0.25799821816,Frequent,Frequent,2641.90263303,Frequent: 10,2641.90263303141
137,2751,"43, 48",2,none,0,520 Ramp,8,1,0.258040074955,Frequent,Very Frequent,65.2814274916,Frequent: 10,65.2814274916476
138,2794,"113, 121",2,none,0,State Rte 99,8,1,0.258977534305,Frequent, ,1462.09675218,Other Transit,1462.09675218044
139,3127,"3, 4",2,none,0,1st Ave N,8,1,0.260539490523,Frequent,Frequent,2436.08548201,Frequent: 15,2436.08548200374
140,3144,120,1,Funded,1,23rd Ave SW,8,1,0.26091105249,Frequent,High-Capacity,579.501975944,Frequent: 10 Plus,579.501975943897
141,3146,120,1,Funded,1,23rd Ave SW,8,1,0.26137624249,Frequent,High-Capacity,725.527765048,Frequent: 10 Plus,725.527765048019
142,4004,"322, 522, 73",3,none,0, ,8,1,0.261783720711,Frequent,Very Frequent,635.51831248,Frequent: 10,635.518312479498
143,4065,"31, 33",2,none,0,22nd Ave W,8,1,0.264293655166,Frequent,Frequent,3914.58788384,Frequent: 15,3914.58788382318
144,4125,128,1,none,0,SW Morgan St,8,1,0.265562389053,Frequent,Frequent,1978.76494087,Frequent: 15,1978.76494087194
145,4546,67,1,none,0,Roosevelt Way NE,8,1,0.267078423517,Frequent,Frequent,1321.52516278,Frequent: 15,1321.5251627762
146,4592,128,1,none,0,SW Morgan St,8,1,0.267288276351,Frequent,Frequent,232.945807273,Frequent: 15,232.945807272452
147,876,330,1,none,0,NE 145th St,10,1,0.26793290789,Frequent,Frequent,1005.39151879,Frequent: 10,1005.39151880567
148,1250,10,1,none,0,15th Ave E,10,1,0.270700081884,Frequent,Frequent,4315.78831432,Frequent: 15,4315.78831432147
149,1257,45,1,none,0,15th Ave NE,10,1,0.271560295604,Frequent,Frequent,1341.62157129,Frequent: 15,1341.62157128795
150,1275,32,1,none,0,W Nickerson St,10,1,0.27261909654,Frequent,Frequent,1651.34563862,Frequent: 10,1651.34563861943
151,1282,"125, 128",2,none,0,16th Ave SW,10,1,0.275340699395,Frequent,Frequent,3932.81574622,Frequent: 15,3932.81574621728
152,1283,"125, 128",2,none,0,16th Ave SW,10,1,0.278074199915,Frequent,Frequent,4263.26990219,Frequent: 15,4263.26990218615
153,1285,12,1,none,0,19th Ave E,10,1,0.282142517736,Frequent,Frequent,5681.04850238,Frequent: 15,5681.04850237598
154,1293,"301, 302, 303, 304",4,none,0,1st Ave NE,10,1,0.282992257887,Frequent,Frequent,1325.28660045,Frequent: 15,1325.28660045391
155,1343,65,1,none,0,30th Ave NE,10,1,0.283415015447,Frequent,Frequent,659.34854119,Frequent: 15,659.348541189611
156,1348,14,1,none,0,31st Ave S,10,1,0.288355023466,Frequent,Frequent,7704.62172962,Frequent: 15,7704.62172962088
157,1351,3,1,none,0,34th Ave,10,1,0.288945111407,Frequent,Frequent,460.071811332,Frequent: 15,460.07181133203
158,1354,65,1,none,0,35th Ave NE,10,1,0.291437947597,Frequent,Frequent,2652.59378327,Frequent: 15,2652.59378327368
159,1385,D Line,1,Existing,0,3rd Ave NW,10,1,0.291692026624,Frequent, ,396.271177174,Other Transit,396.271177174237
160,1431,75,1,none,0,5th Ave NE,10,1,0.294651875724,Frequent,Frequent,3973.68014584,Frequent: 15,3973.68014583626
161,1542,120,1,Funded,0,Delridge Way SW,10,1,0.29651422522,Frequent,Very Frequent,1996.95078612,Frequent: 10 Plus,1996.95078612404
162,1554,128,1,none,0,Dumar Way SW,10,1,0.298014977423,Frequent,Frequent,2340.62940576,Frequent: 15,2340.62940576104
163,1579,49,1,Candidate,0,E Roanoke St,10,1,0.298336755198,Frequent,Frequent,501.856681502,Frequent: 10,501.856681502388
164,1589,2,1,none,0,E Union St,10,1,0.299427041287,Frequent,Frequent,1440.4133953,Frequent: 15,1440.41339530433
165,1590,"2, 3",2,none,0,E Union St,10,1,0.299593774497,Frequent,Frequent,260.043366587,Frequent: 15,260.043366587497
166,1592,27,1,none,0,E Yesler Way,10,1,0.30026614418,Frequent,Frequent,1048.65296763,Frequent: 15,1048.65296761768
167,1637,"16, 5",2,none,0,Greenwood Ave N,10,1,0.304757841164,Frequent,Frequent,6620.61516229,Frequent: 15,6620.61516229271
168,1643,131,1,none,0,9th Ave SW,10,1,0.311468681054,Frequent, ,10466.4775117,Other Transit,10466.4775117444
169,1645,40,1,Candidate,0,Holman Rd N,10,1,0.31251342715,Frequent,Very Frequent,1629.42518406,Frequent: 10,1629.42518406136
170,1726,"24, 33",2,none,0,W Garfield St,10,1,0.315837361513,Frequent,Frequent,4004.46538511,Frequent: 15,4004.465385114
171,1735,"4, 8",2,none,0,Martin Luther King Jr Way S,10,1,0.31626723446,Frequent,Frequent,670.445967045,Frequent: 15,670.44596704522
172,1737,"4, 8",2,none,0,Martin Luther King Jr Way S,10,1,0.317815663422,Frequent,Frequent,2414.98786612,Frequent: 15,2414.98786612558
173,1742,346,1,none,0,Meridian Ave N,10,1,0.319088887284,Frequent,Frequent,1985.76767442,Other Transit,1985.76767442096
174,1743,346,1,none,0,Meridian Ave N,10,1,0.320371687892,Frequent,Frequent,2000.70392541,Other Transit,2000.7039254108
175,1745,"167, 255, 271, 43, 48, 542, 556",7,none,0,520 Ramp,10,1,0.320481688004,Frequent,Very Frequent,171.560299665,Frequent: 10,171.56029966472
176,1771,45,1,none,0,N 85th St,10,1,0.321325854027,Frequent,Frequent,1316.59298143,Frequent: 15,1316.59298142918
177,1784,75,1,none,0,NE 125th St,10,1,0.323690233583,Frequent,Frequent,3687.57500692,Frequent: 10,3687.5750069197
178,1786,65,1,none,0,NE 145th St,10,1,0.324969465965,Frequent,Frequent,1995.13878742,Frequent: 10,1995.1387874248
179,1798,"31, 32, 65",3,none,0,NE 45th St,10,1,0.325360393452,Frequent,Frequent,609.705165729,Frequent: 15,609.705165729464
180,1811,79,1,none,0,NE 55th St,10,1,0.327007536518,Frequent, ,2568.94608405,Other Transit,2568.94608405294
181,1823,79,1,none,0,NE 75th St,10,1,0.329464601251,Frequent, ,3832.13028425,Other Transit,3832.13028426549
182,1850,79,1,none,0,NE Ravenna Blvd,10,1,0.32989640697,Frequent, ,673.460389212,Other Transit,673.460389221824
183,1853,79,1,none,0,NE Ravenna Blvd,10,1,0.330318575627,Frequent, ,658.430067016,Other Transit,658.430067031349
184,1871,"18, 40, 45",3,Candidate,0,NW 85th St,10,1,0.332020018355,Frequent,Very Frequent,2653.63387422,Frequent: 10,2653.63387422285
185,1873,"17, 29, 44",3,Candidate,0,NW Market St,10,1,0.332621760421,Frequent,Very Frequent,938.499486939,Frequent: 10,938.499486938886
186,1874,44,1,Candidate,0,NW Market St,10,1,0.335369228348,Frequent,Very Frequent,4285.05399383,Frequent: 10 Plus,4285.05399383147
187,2028,14,1,none,0,S McClellan St,10,1,0.336609824112,Frequent, ,1934.87967024,Other Transit,1934.87967024492
188,2119,20,1,none,0,Thackeray Pl NE,10,1,0.342720563422,Frequent,Frequent,1457.0061624,Other Transit,1457.00616238201
189,2142,31,1,none,0,W Emerson Pl,10,1,0.344295976552,Frequent,Frequent,2457.07338737,Frequent: 15,2457.07338737103
190,2144,"2, 29",2,none,0,6th Ave W,10,1,0.347303304218,Frequent,Frequent,4690.34098601,Frequent: 15,4690.34098600886
191,2163,"20, 45",2,none,0,Wallingford Ave N,10,1,0.348935045065,Frequent,Frequent,1306.83959896,Frequent: 15,1306.83959895835
192,2166,"21, 55, C Line",3,Existing,0,West Seattle Bridge Ramp,10,1,0.349346593251,Frequent,Very Frequent,641.865981744,Frequent: 10 Plus,641.865981743828
193,2185,304,1,none,0,N 145th St,10,1,0.349773303184,Frequent,Frequent,665.512810856,Frequent: 10,665.512810856275
194,2268,22,1,none,0, ,10,1,0.352910168165,Frequent, ,3996.53645696,Other Transit,3996.53645696222
195,2283,75,1,none,0,NE 125th St,10,1,0.353704786248,Frequent,Frequent,1239.31615583,Frequent: 10,1239.31615583241
196,2285,"43, 48",2,none,0,E Montlake Pl E,10,1,0.354222711781,Frequent,Very Frequent,807.776080341,Frequent: 10,807.77608034114
197,2295,"21, C Line",2,Existing,0,SW Barton St,10,1,0.35561437024,Frequent,Very Frequent,1678.40158082,Frequent: 10,1678.40158081898
198,2311,120,1,Funded,0,Delridge Way SW,10,1,0.359316575281,Frequent,Very Frequent,5774.09779475,Frequent: 10 Plus,5774.09779475342
199,2312,120,1,Funded,0,Delridge Way SW,10,1,0.360247797357,Frequent,Very Frequent,1452.36886635,Frequent: 10 Plus,1452.36886634558
200,2314,120,1,Funded,0,Delridge Way SW,10,1,0.361512682301,Frequent,Very Frequent,1972.76198403,Frequent: 10 Plus,1972.76198403093
201,2342,75,1,none,0,NE 125th St,10,1,0.362452207866,Frequent,Frequent,1465.31929834,Frequent: 15,1465.31929833944
202,2355,"125, 128",2,none,0,16th Ave SW,10,1,0.363258586165,Frequent,Frequent,1257.65783031,Frequent: 15,1257.65783030507
203,2752,"167, 255, 271, 43, 48, 542, 556",7,none,0,Montlake Blvd E,10,1,0.363509421723,Frequent,Very Frequent,256.10000164,Frequent: 10,256.100001639527
204,2795,"21, 55, C Line",3,Existing,0,SW Spokane St,10,1,0.363958766053,Frequent,Very Frequent,700.814265799,Frequent: 10 Plus,700.814265799349
205,2812,"21, 55, C Line",3,Existing,0,W Seattle Fwy,10,1,0.364030282289,Frequent,Very Frequent,111.539402622,Frequent: 10 Plus,111.539402621754
206,3046,3,1,none,0,E Cherry St,10,1,0.365883072076,Frequent,Frequent,1633.87155753,Frequent: 15,1633.87155753272
207,3057,49,1,Candidate,0,Harvard Ave E,10,1,0.366451301148,Frequent,Frequent,886.23136541,Frequent: 10,886.231365410403
208,4008,"322, 522, 73",3,none,0,Lake City Way NE,10,1,0.368462917143,Frequent,Very Frequent,1298.03778147,Frequent: 10,1298.03778146911
209,4009,"322, 522, 73",3,none,0,12th Ave NE,10,1,0.369002034517,Frequent,Very Frequent,840.827670137,Frequent: 10,840.827670137185
210,4034,40,1,Candidate,0,Leary Way NW,10,1,0.370134166532,Frequent,Very Frequent,1765.71553947,Frequent: 10,1765.71553949859
211,4037,45,1,none,0,E Green Lake Dr N,10,1,0.372499457921,Frequent,Frequent,3688.99713635,Frequent: 15,3688.99713635051
212,4109,128,1,none,0,Sylvan Way SW,10,1,0.375713211494,Frequent,Frequent,5012.2905705,Frequent: 15,5012.29057049885
213,4110,128,1,none,0, ,10,1,0.375980353018,Frequent,Frequent,416.643937273,Frequent: 15,416.643937286849
