OBJECTID,sgmnt_d,routes,n_routs,RapidRd,ftrLINK,street,TOTAL,active,ptile,int_ctg,FTV,Shp_Lng,FTV_pdt,Shape__Length
636,1611,"31, 32",2,Funded,0,Eastlake Ave NE,20,1,0.911637391903,High-Capacity,High-Capacity,252.622801896,Frequent: 10 Plus,252.622801896381
637,1619,70,1,Funded,0,Fairview Ave N,20,1,0.912454834581,High-Capacity,Very Frequent,1274.9142491,Frequent: 10,1274.91424910114
638,1621,"70, C Line",2,Existing,0,Fairview Ave N,20,1,0.912875192434,High-Capacity,Very Frequent,655.605868898,Frequent: 10,655.605868897945
639,1699,"193, 3, 302, 303, 322, 4",6,none,0,Jefferson St,20,1,0.913081422491,High-Capacity,High-Capacity,321.644129682,Frequent: 10 Plus,321.644129681853
640,1733,106,1,none,0,Martin Luther King Jr Way S,20,1,0.916830425872,High-Capacity,High-Capacity,5847.08624005,Frequent: 10 Plus,5847.08624005359
641,1734,"106, 36, 50",3,none,0,Martin Luther King Jr Way S,20,1,0.917282460535,High-Capacity,High-Capacity,705.010208999,Frequent: 10 Plus,705.01020899925
642,1740,"1, 32, 8, D Line",4,Existing,1,Mercer St,20,1,0.917488843028,High-Capacity,High-Capacity,321.881874133,Frequent: 10 Plus,321.881874132945
643,1780,"20, 347, 348, 67, 75",5,none,0,NE 103rd St,20,1,0.917913742753,High-Capacity,High-Capacity,662.689542288,Frequent: 10 Plus,662.689542302665
644,1847,73,1,none,0,NE Pacific St,20,1,0.918083238532,High-Capacity, ,264.351972468,Other Transit,264.351972467572
645,1878,"17, 18, 29, 40, 44",5,Candidate,0,Shilshole Ave NW,20,1,0.918581196653,High-Capacity,Very Frequent,776.634156599,Frequent: 10,776.63415659846
646,1905,"1, 13, 2, 29",4,none,0,Queen Anne Ave N,20,1,0.918642053319,High-Capacity,Very Frequent,94.9143375202,Frequent: 10,94.9143375202496
647,1909,"106, 107, 7",3,Funded,0,Rainier Ave S,20,1,0.91939182132,High-Capacity,Very Frequent,1169.36628716,Frequent: 15,1169.36628716116
648,1912,"106, 7, 9",3,Funded,0,Rainier Ave S,20,1,0.919699107527,High-Capacity,High-Capacity,479.255089393,Frequent: 10 Plus,479.25508939302
649,1918,"106, 48, 7, 9",4,Funded,0,Rainier Ave S,20,1,0.921095706179,High-Capacity,High-Capacity,2178.18762291,Frequent: 10 Plus,2178.18762290928
650,1920,"106, 14, 48, 7, 8, 9",6,Funded,0,Rainier Ave S,20,1,0.921312619311,High-Capacity,High-Capacity,338.305853121,Frequent: 10 Plus,338.305853121201
651,1992,65,1,Funded,0,Roosevelt Way NE,20,1,0.921460523024,High-Capacity,High-Capacity,230.676176809,Frequent: 10 Plus,230.67617680861
652,1995,"31, 32, 65",3,Funded,0,Roosevelt Way NE,20,1,0.921606705073,High-Capacity,High-Capacity,227.991004571,Frequent: 10 Plus,227.991004570909
653,2020,"14, 8",2,none,0,S Jackson St,20,1,0.922369106904,High-Capacity,Very Frequent,1189.07048072,Frequent: 10,1189.0704807234
654,2054,"13, 193, 2, 302, 303, 322",6,none,0,Seneca St,20,1,0.922527932819,High-Capacity,Very Frequent,247.710852603,Frequent: 10,247.71085259051
655,2127,"45, 73",2,none,0,University Way NE,20,1,0.923592294221,High-Capacity,Very Frequent,1660.01794981,Frequent: 10,1660.01794981344
656,2173,"320, 40, 64, C Line",4,Existing,1,Westlake Ave N,20,1,0.924139536151,High-Capacity,High-Capacity,853.49903364,Frequent: 10 Plus,853.499033639773
657,2201,67,1,none,0,Roosevelt Way NE,20,1,0.924994760427,High-Capacity,High-Capacity,1333.83984678,Frequent: 10,1333.83984677649
658,2236,11,1,none,0,E Pine St,20,1,0.926444554374,High-Capacity,High-Capacity,1981.24277626,Frequent: 10 Plus,1981.24277625924
659,2259,48,1,none,0,23rd Ave,20,1,0.927846274297,High-Capacity,Very Frequent,2186.17494838,Frequent: 10,2186.17494837818
660,2317,70,1,Funded,0,Fairview Ave N,20,1,0.928471462243,High-Capacity,Very Frequent,975.066562353,Frequent: 10,975.066562353272
661,2319,8,1,none,0,Denny Way,20,1,0.929140321878,High-Capacity,High-Capacity,1043.17856469,Frequent: 10 Plus,1043.17856467385
662,2329,"7, 9",2,Funded,0,Rainier Ave S,20,1,0.93039166271,High-Capacity,High-Capacity,1951.63808065,Frequent: 10 Plus,1951.63808065333
663,2343,"16, 28, 5, E Line",4,Existing,0,State Rte 99,20,1,0.930942260181,High-Capacity,High-Capacity,858.732460636,Frequent: 10 Plus,858.732460635538
664,2348,8,1,none,0,Denny Way,20,1,0.931552537263,High-Capacity,High-Capacity,951.811018058,Frequent: 10 Plus,951.811018057661
665,2815,106,1,none,0,Martin Luther King Jr Way S,20,1,0.934599237485,High-Capacity,High-Capacity,4751.74790049,Frequent: 10 Plus,4751.74790049133
666,3001,"31, 32",2,Candidate,0,NE 45th St,20,1,0.934957783317,High-Capacity,Very Frequent,559.201523238,Frequent: 10,559.201523237875
667,3053,70,1,Funded,0,Fairview Ave N,20,1,0.935218762918,High-Capacity,Very Frequent,197.62777712,Frequent: 10,197.627777120118
668,3088,"20, 44",2,Candidate,0,NE 45th St,20,1,0.935542676701,High-Capacity,Very Frequent,505.188081284,Frequent: 10 Plus,505.18808128391
669,3095,"49, 70",2,none,0,NE Campus Pkwy,20,1,0.935725454377,High-Capacity,High-Capacity,285.06691609,Frequent: 10 Plus,285.066916089943
670,3112,"193, 2, 302, 303, 322",5,none,0,Seneca St,20,1,0.936086530969,High-Capacity,Very Frequent,322.145708959,Frequent: 10,322.14570895871
671,4043,"45, 65, 67, 75",4,none,0, ,20,1,0.936561558668,High-Capacity,Very Frequent,740.871009597,Frequent: 10,740.871009596958
672,4046,"31, 32",2,Candidate,0,NE 45th St,20,1,0.937234150624,High-Capacity,Very Frequent,1048.99963379,Frequent: 10,1048.99963379342
673,4047,"31, 32, 65",3,none,0,Roosevelt Way NE,20,1,0.93757499766,High-Capacity,High-Capacity,531.597816855,Frequent: 10 Plus,531.597816852972
674,4048,"31, 32, 65",3,Funded,0,Roosevelt Way NE,20,1,0.938121411447,High-Capacity,High-Capacity,852.20742993,Frequent: 10 Plus,852.207429929971
675,4132,"320, 40, 64, C Line",4,Existing,1,Westlake Ave N,20,1,0.938394573281,High-Capacity,High-Capacity,426.033438038,Frequent: 10 Plus,426.033438038408
676,4133,"320, 40, 64, C Line",4,Existing,1,Westlake Ave N,20,1,0.938667543567,High-Capacity,High-Capacity,425.734692582,Frequent: 10 Plus,425.734692582062
677,4164,"10, 43, 8",3,none,0,E John St,20,1,0.939956979411,High-Capacity,High-Capacity,2011.05249042,Frequent: 10 Plus,2011.0524904191
678,4165,"10, 43, 8",3,none,0, ,20,1,0.940082325721,High-Capacity,High-Capacity,195.494804942,Frequent: 10 Plus,195.494804941596
679,4169,"1, 32, D Line",3,Existing,1,W Mercer St,20,1,0.940288906251,High-Capacity,High-Capacity,322.190738802,Frequent: 10 Plus,322.19073880161
680,4170,"1, 32, D Line",3,Existing,1,W Mercer St,20,1,0.94049536502,High-Capacity,High-Capacity,322.00083803,Frequent: 10 Plus,322.000838030192
681,4266,70,1,Funded,0,Fairview Ave N,20,1,0.940597378805,High-Capacity,Very Frequent,159.104524573,Frequent: 10,159.104524572663
682,4267,70,1,Funded,0,Fairview Ave N,20,1,0.940751573854,High-Capacity,Very Frequent,240.488378829,Frequent: 10,240.488378828978
683,4270,"320, 40, 64, C Line",4,Existing,1,Westlake Ave N,20,1,0.941082281553,High-Capacity,High-Capacity,515.784128002,Frequent: 10 Plus,515.784128002465
684,4271,"40, C Line",2,Existing,0,Westlake Ave N,20,1,0.941364159692,High-Capacity,High-Capacity,439.627713948,Frequent: 10 Plus,439.627713947508
685,4284,40,1,Candidate,0,Westlake Ave N,20,1,0.941676358178,High-Capacity,Very Frequent,486.916464958,Frequent: 10,486.916464958134
686,4286,8,1,none,0,Denny Way,20,1,0.941889486136,High-Capacity,High-Capacity,332.402353189,Frequent: 10 Plus,332.402353204008
687,4287,8,1,none,0,Denny Way,20,1,0.94204234108,High-Capacity,High-Capacity,238.398302241,Frequent: 10 Plus,238.39830224123
688,4288,8,1,none,0,Denny Way,20,1,0.942448668978,High-Capacity,High-Capacity,633.724224511,Frequent: 10 Plus,633.724224511428
689,4292,"193, 3, 302, 303, 322, 4",6,none,0,E Jefferson St,20,1,0.943076472467,High-Capacity,High-Capacity,979.145860909,Frequent: 10 Plus,979.14586090852
690,4293,"193, 3, 302, 303, 4",5,none,0,E Jefferson St,20,1,0.943283633275,High-Capacity,High-Capacity,323.095764646,Frequent: 10 Plus,323.095764646142
691,4416,"113, 120, 121, 125, 21, 55, 56, 57, C Line",9,Existing,0,Alaska Fwy,20,1,0.943705383522,High-Capacity,High-Capacity,657.77749774,Frequent: 10 Plus,657.777497739791
692,4510,48,1,none,0,15th Ave NE,20,1,0.944131795198,High-Capacity, ,665.047638317,Other Transit,665.047638317455
693,4511,48,1,none,0,15th Ave NE,20,1,0.944554607187,High-Capacity, ,659.433431151,Other Transit,659.433431150722
694,4611,"21, 50, 55, C Line",4,Existing,0,35th Ave SW,20,1,0.94478183911,High-Capacity,High-Capacity,354.399426869,Frequent: 10 Plus,354.399426868551
695,4612,"21, 50, 55, C Line",4,Existing,0,35th Ave SW,20,1,0.945258817024,High-Capacity,High-Capacity,743.912638199,Frequent: 10 Plus,743.912638198768
696,1233,67,1,none,0,11th Ave NE,22,1,0.945683533362,High-Capacity,High-Capacity,662.40352569,Frequent: 10,662.403525690383
697,1234,"372, 67",2,none,0,11th Ave NE,22,1,0.946111970601,High-Capacity,High-Capacity,668.20678237,Frequent: 10,668.206782369384
698,1248,"36, 60",2,Candidate,0,14th Ave S,22,1,0.947656375615,High-Capacity,High-Capacity,2408.71196624,Frequent: 10 Plus,2408.71196624234
699,1290,"1, 13, 2, 29, 8, D Line",6,Existing,0,1st Ave N,22,1,0.948202171623,High-Capacity,High-Capacity,851.243917836,Frequent: 10 Plus,851.243917835502
700,1413,"101, 102, 111, 114, 124, 131, 132, 150, 16, 177, 190, 21, 212, 214, 216, 217, 218, 24, 28, 29, 33, 5, 545, 550, 554, E Line",26,Existing,0,4th Ave S,22,1,0.948383478322,High-Capacity,High-Capacity,282.772726955,Frequent: 10 Plus,282.77272695527
701,1475,"193, 302, 303, 322, 60",5,none,0,9th Ave,22,1,0.94942514418,High-Capacity,Very Frequent,1224.27590097,Frequent: 10,1224.27590096833
702,1486,"16, 28, 5, E Line",4,Existing,0,Troll Ave N,22,1,0.949976489631,High-Capacity,High-Capacity,859.899039006,Frequent: 10 Plus,859.899039002635
703,1497,"107, 36, 60",3,Candidate,0,Beacon Ave S,22,1,0.950209476833,High-Capacity,High-Capacity,363.375574989,Frequent: 10 Plus,363.375574997104
704,1508,"43, 49, 9",3,Candidate,0,Boren Ave,22,1,0.951017833565,High-Capacity,Very Frequent,1260.74346904,Frequent: 10,1260.74346903964
705,1516,"43, 49, 9",3,Candidate,0,Broadway Ave,22,1,0.952570407819,High-Capacity,Very Frequent,2421.45301929,Frequent: 10,2421.45301928855
706,1521,"49, 9",2,Candidate,0,Broadway E,22,1,0.95302074783,High-Capacity,High-Capacity,702.367166154,Frequent: 10 Plus,702.36716615403
707,1522,"49, 60, 9",3,Candidate,0,Broadway E,22,1,0.953774155568,High-Capacity,High-Capacity,1175.04295658,Frequent: 10 Plus,1175.04295658201
708,1553,"1, 13, 15, 17, 18, 2, 24, 29, 33, 8, D Line",11,Existing,0,Denny Way,22,1,0.953980231818,High-Capacity,High-Capacity,321.404246358,Frequent: 10 Plus,321.404246357942
709,1557,8,1,none,0,E Denny Way,22,1,0.954157845543,High-Capacity,High-Capacity,277.013024597,Frequent: 10 Plus,277.013024597452
710,1558,8,1,none,0,E Denny Way,22,1,0.954331375723,High-Capacity,High-Capacity,270.64417545,Frequent: 10 Plus,270.644175450403
711,1626,60,1,none,0,E Fir St,22,1,0.954553440278,High-Capacity,Very Frequent,346.340206662,Frequent: 10,346.340206662043
712,1698,"193, 3, 302, 303, 322, 4",6,none,0,Jefferson St,22,1,0.95496626237,High-Capacity,High-Capacity,643.852813713,Frequent: 10 Plus,643.852813712577
713,1721,"12, 60",2,Funded,0,Madison St,22,1,0.955585954905,High-Capacity,High-Capacity,966.495712134,Frequent: 10 Plus,966.495712134483
714,1792,67,1,none,0,NE 41st St,22,1,0.956234645972,High-Capacity, ,1011.72291094,Other Transit,1011.72291093771
715,1837,"49, 70",2,none,0,NE Campus Pkwy,22,1,0.956692880387,High-Capacity,High-Capacity,557.469771503,Frequent: 10 Plus,557.469771488172
716,1849,"167, 255, 271, 43, 44, 48, 542, 556, 65, 73",10,none,0,NE Pacific St,22,1,0.95763732969,High-Capacity,High-Capacity,1472.99854438,Frequent: 10 Plus,1472.99854438406
717,1902,"1, 13, 2, 29, 8, D Line",6,Existing,0,Queen Anne Ave N,22,1,0.95818319054,High-Capacity,High-Capacity,851.345048094,Frequent: 10 Plus,851.345048093934
718,1903,"1, 13, 2, 29, 32, 8, D Line",7,Existing,0,Queen Anne Ave N,22,1,0.958761958527,High-Capacity,High-Capacity,902.668253568,Frequent: 10 Plus,902.668253567893
719,1911,"50, 7, 9",3,Funded,0,Rainier Ave S,22,1,0.959570296062,High-Capacity,High-Capacity,1260.71352694,Frequent: 10 Plus,1260.71352694156
720,1913,"106, 7, 9",3,Funded,0,Rainier Ave S,22,1,0.95987104832,High-Capacity,High-Capacity,469.064499339,Frequent: 10 Plus,469.064499338903
721,1914,"106, 7, 9",3,Funded,0,Rainier Ave S,22,1,0.960563042894,High-Capacity,High-Capacity,1079.26068348,Frequent: 10 Plus,1079.26068347891
722,1916,"106, 7, 9",3,Funded,0,Rainier Ave S,22,1,0.961621118841,High-Capacity,High-Capacity,1650.2149181,Frequent: 10 Plus,1650.21491809978
723,1917,"106, 212, 217, 554, 7, 9",6,Funded,0,Rainier Ave S,22,1,0.961752796456,High-Capacity,High-Capacity,205.369345369,Frequent: 10 Plus,205.369345369424
724,1921,"106, 4, 48, 7, 9",5,Funded,0,Rainier Ave S,22,1,0.961988469877,High-Capacity,High-Capacity,367.565103788,Frequent: 10 Plus,367.56510378848
725,1998,"49, 65",2,Funded,0,Roosevelt Way NE,22,1,0.962044418194,High-Capacity,High-Capacity,87.2590937714,Frequent: 10 Plus,87.2590937719045
726,2202,"31, 32, 67",3,Funded,0,11th Ave NE,22,1,0.962249853498,High-Capacity,High-Capacity,320.404602124,Frequent: 10 Plus,320.404602123863
727,2315,"12, 60",2,Funded,0,Madison St,22,1,0.962857623868,High-Capacity,High-Capacity,947.901456819,Frequent: 10 Plus,947.901456819468
728,2320,8,1,none,0,Denny Way,22,1,0.963871128827,High-Capacity,High-Capacity,1580.70033561,Frequent: 10 Plus,1580.70033561233
729,2336,"36, 60",2,Candidate,0,Beacon Ave S,22,1,0.964542253575,High-Capacity,High-Capacity,1046.71132079,Frequent: 10 Plus,1046.71132079386
730,3047,"10, 43",2,none,0,E Olive Way,22,1,0.964913265823,High-Capacity,High-Capacity,578.644612325,Frequent: 10 Plus,578.644612325025
731,3089,"20, 44",2,Candidate,0,NE 45th St,22,1,0.965293098421,High-Capacity,Very Frequent,592.401161551,Frequent: 10 Plus,592.401161551157
732,4032,"20, 372, 44, 49, 70",5,Funded,0,NE 43rd St,22,1,0.965838046554,High-Capacity,High-Capacity,849.921541032,Frequent: 10 Plus,849.921541032077
733,4134,62,1,none,0,Dexter Ave N,22,1,0.966657938224,High-Capacity,Frequent,1278.73379016,Frequent: 15,1278.73379016042
734,4135,62,1,none,0,Dexter Ave N,22,1,0.967241232324,High-Capacity,Frequent,909.727348561,Frequent: 15,909.727348560601
735,4240,"31, 32, 67",3,none,0,11th Ave NE,22,1,0.967581684431,High-Capacity,High-Capacity,530.981870962,Frequent: 10 Plus,530.981870962358
736,4241,"31, 32, 67",3,Funded,0,11th Ave NE,22,1,0.967928007519,High-Capacity,High-Capacity,540.1384733,Frequent: 10 Plus,540.138473300374
737,4242,"20, 372, 44, 70",4,Funded,0,12th Ave NE,22,1,0.968269930239,High-Capacity, ,533.275493876,Frequent: 10 Plus,533.275493875944
738,4330,106,1,none,0,Martin Luther King Jr Way S,22,1,0.97194028637,High-Capacity,High-Capacity,5724.42504079,Frequent: 10 Plus,5724.42504078769
739,4331,106,1,none,0,Martin Luther King Jr Way S,22,1,0.973703420226,High-Capacity,High-Capacity,2749.84967018,Frequent: 10 Plus,2749.84967017866
740,4509,"16, 28, 5, E Line",4,Existing,0,State Rte 99,22,1,0.974313927024,High-Capacity,High-Capacity,952.169292314,Frequent: 10 Plus,952.169292313971
741,4535,73,1,none,0,University Way NE,22,1,0.974769940667,High-Capacity, ,711.215974709,Other Transit,711.215974720374
742,4536,73,1,none,0,University Way NE,22,1,0.974919762109,High-Capacity, ,233.667138626,Other Transit,233.667138626171
743,4610,"50, 55, C Line",3,Existing,0, ,22,1,0.975344787028,High-Capacity,High-Capacity,662.884800233,Frequent: 10 Plus,662.88480023307
744,1259,"167, 20, 255, 271, 43, 44, 48, 542, 556, 65, 79",11,none,0,15th Ave NE,23,1,0.975907742894,High-Capacity,High-Capacity,878.007076714,Frequent: 10 Plus,878.007076713649
745,1417,"101, 102, 11, 111, 114, 124, 131, 132, 150, 16, 162, 177, 190, 21, 212, 214, 216, 218, 24, 28, 29, 33, 5, 545, 550, D Line, E Line",27,Existing,0,4th Ave S,23,1,0.97643336929,High-Capacity,High-Capacity,819.786634913,Frequent: 10 Plus,819.786634913223
746,1472,60,1,none,0,9th Ave,23,1,0.977218041353,High-Capacity,Very Frequent,917.747272074,Frequent: 10,917.747272074186
747,1499,"10, 43, 545",3,none,0,Bellevue Ave,23,1,0.977659018468,High-Capacity,High-Capacity,687.764443088,Frequent: 10 Plus,687.764443087616
748,1515,60,1,none,0,Broadway Ave,23,1,0.977891243075,High-Capacity,Very Frequent,362.186203527,Frequent: 10,362.186203527148
749,1519,"43, 49, 60, 9",4,Candidate,0,Broadway Ave,23,1,0.978984082116,High-Capacity,High-Capacity,1704.43274336,Frequent: 10 Plus,1704.43274336403
750,1551,"1, 13, 15, 17, 18, 2, 24, 33, 8, D Line",10,Existing,0,Denny Way,23,1,0.979631332466,High-Capacity,High-Capacity,1009.47591489,Frequent: 10 Plus,1009.47591489312
751,1573,"10, 43, 8",3,none,0,E Olive Way,23,1,0.980409795898,High-Capacity,High-Capacity,1214.12075658,Frequent: 10 Plus,1214.12075657008
752,1574,"10, 43, 8",3,none,0,E Olive Way,23,1,0.980519540252,High-Capacity,High-Capacity,171.161408829,Frequent: 10 Plus,171.161408837022
753,1578,"11, 49",2,none,0,E Pine St,23,1,0.981469300676,High-Capacity,High-Capacity,1481.2819686,Frequent: 10 Plus,1481.28196859685
754,1696,"13, 193, 3, 302, 303, 322, 4",7,none,0,James St,23,1,0.981882432368,High-Capacity,High-Capacity,644.33567778,Frequent: 10 Plus,644.33567777952
755,1802,"167, 20, 31, 32, 44",5,Candidate,0,NE 45th St,23,1,0.982049803302,High-Capacity,High-Capacity,261.03798321,Frequent: 10 Plus,261.037983209917
756,1803,"167, 20, 31, 32, 372, 44",6,Candidate,0,NE 45th St,23,1,0.982229381343,High-Capacity,High-Capacity,280.076646261,Frequent: 10 Plus,280.076646261251
757,1804,"167, 20, 31, 32, 372, 43, 44, 49, 70",9,Funded,0,NE 45th St,23,1,0.982594818577,High-Capacity,High-Capacity,569.949612646,Frequent: 10 Plus,569.949612646427
758,1805,"167, 20, 31, 32, 372, 43, 44, 49, 70",9,Funded,0,NE 45th St,23,1,0.982774370755,High-Capacity,High-Capacity,280.036308808,Frequent: 10 Plus,280.036308808454
759,1810,"48, 79",2,none,0,NE 50th St,23,1,0.982953977794,High-Capacity, ,280.121871633,Other Transit,280.121871633415
760,1839,"49, 67, 70",3,none,0,NE Campus Pkwy,23,1,0.983136710273,High-Capacity,High-Capacity,284.996426602,Frequent: 10 Plus,284.996426601963
761,1896,"10, 11, 43, 49, 545",5,none,0,Pine St,23,1,0.983675768741,High-Capacity,High-Capacity,840.735798093,Frequent: 10 Plus,840.735798092943
762,1919,"106, 212, 217, 218, 554, 7, 9",7,Funded,0,Rainier Ave S,23,1,0.984474055585,High-Capacity,High-Capacity,1245.0380925,Frequent: 10 Plus,1245.03809250038
763,2129,"45, 73, 75, 79",4,none,0,University Way NE,23,1,0.985656252575,High-Capacity, ,1843.7987523,Frequent: 10,1843.79875229948
764,2239,"1, 13, 2, 29, 32, 8, D Line",7,Existing,0,Queen Anne Ave N,23,1,0.98619969111,High-Capacity,High-Capacity,425.814711399,Frequent: 10 Plus,425.81471139918
765,2240,"1, 13, 2, 29, 8, D Line",6,Existing,0,1st Ave N,23,1,0.986745999812,High-Capacity,High-Capacity,852.043533862,Frequent: 10 Plus,852.043533861673
766,3090,"167, 20, 44",3,Candidate,0,NE 45th St,23,1,0.986869523053,High-Capacity,Very Frequent,192.651479491,Frequent: 10 Plus,192.651479490663
767,4017,"73, 75, 79",3,none,0,University Way NE,23,1,0.987119060437,High-Capacity, ,83.0863749936,Other Transit,83.0863749936322
768,4049,70,1,Funded,0,NE 43rd St,23,1,0.987298597073,High-Capacity,High-Capacity,280.012068354,Frequent: 10 Plus,280.012068353557
769,4050,70,1,Funded,0,NE 43rd St,23,1,0.987476313147,High-Capacity,High-Capacity,277.172652522,Frequent: 10 Plus,277.172652522123
770,4136,"16, 28, 5, E Line",4,Existing,0,State Rte 99,23,1,0.987749411977,High-Capacity,High-Capacity,425.935175084,Frequent: 10 Plus,425.935175083685
771,4508,"16, 28, 5, E Line",4,Existing,0,State Rte 99,23,1,0.988346861951,High-Capacity,High-Capacity,931.805380454,Frequent: 10 Plus,931.805380454796
772,4512,"45, 73, 75, 79",4,none,0,University Way NE,23,1,0.98877563011,High-Capacity,Very Frequent,668.722897772,Frequent: 10,668.722897772113
773,1241,"36, 60",2,Candidate,0,12th Ave S,25,1,0.990125226216,High-Capacity,High-Capacity,1228.88292307,Frequent: 10 Plus,1228.88292307211
774,1242,"36, 60",2,Candidate,0,12th Ave S,25,1,0.990523250622,High-Capacity,High-Capacity,620.773786875,Frequent: 10 Plus,620.773786874657
775,1262,"167, 20, 255, 271, 372, 43, 44, 45, 48, 49, 542, 556, 67, 70",14,none,0,15th Ave NE,25,1,0.990577135063,High-Capacity,High-Capacity,84.0401948833,Frequent: 10 Plus,84.0401948832692
776,1341,"102, 11, 111, 114, 124, 131, 132, 150, 177, 190, 21, 212, 214, 216, 217, 550, D Line",17,Existing,0,2nd Avenue Extended S,25,1,0.990779537592,High-Capacity,High-Capacity,315.67457231,Frequent: 10 Plus,315.674572310064
777,1418,"101, 102, 11, 111, 114, 124, 131, 132, 150, 16, 177, 190, 21, 212, 214, 216, 217, 218, 24, 28, 29, 33, 5, 545, 550, 554, D Line, E Line",28,Existing,0,4th Ave S,25,1,0.991224652823,High-Capacity,High-Capacity,694.218404686,Frequent: 10 Plus,694.21840468575
778,1476,"13, 193, 3, 302, 303, 322, 4, 60",8,none,0,9th Ave,25,1,0.991420837987,High-Capacity,High-Capacity,305.977737193,Frequent: 10 Plus,305.977737193419
779,1511,"60, 9",2,Candidate,0,Boren Ave S,25,1,0.99166006903,High-Capacity,Very Frequent,373.113705118,Frequent: 10,373.113705117744
780,1518,"43, 49, 60, 9",4,Candidate,0,Broadway Ave,25,1,0.992611105657,High-Capacity,High-Capacity,1483.27238194,Frequent: 10 Plus,1483.27238194205
781,1595,"27, 60",2,none,0,E Yesler Way,25,1,0.993072080245,High-Capacity,Very Frequent,718.953250204,Frequent: 10,718.953250203745
782,1836,"49, 65, 70",3,none,0,NE Campus Pkwy,25,1,0.993430720058,High-Capacity,High-Capacity,559.348100283,Frequent: 10 Plus,559.348100282839
783,1840,"255, 45, 49, 67, 70",5,none,0,NE Campus Pkwy,25,1,0.993610218766,High-Capacity,High-Capacity,279.952915215,Frequent: 10 Plus,279.952915215375
784,1841,"20, 255, 49, 65, 70, 75, 79",7,none,0,NE Campus Pkwy,25,1,0.993789070423,High-Capacity,High-Capacity,278.943750041,Frequent: 10 Plus,278.943750040912
785,1915,"106, 218, 554, 7, 9",5,Funded,0,Rainier Ave S,25,1,0.994672424222,High-Capacity,High-Capacity,1377.71170619,Frequent: 10 Plus,1377.71170619025
786,2128,"45, 48, 73",3,none,0,University Way NE,25,1,0.995031459911,High-Capacity,Very Frequent,559.965521884,Frequent: 10,559.96552188351
787,3094,"49, 65, 70",3,none,0,NE Campus Pkwy,25,1,0.995212831021,High-Capacity,High-Capacity,282.873184172,Frequent: 10 Plus,282.873184172352
788,4030,"167, 20, 372, 43, 44, 48, 49, 70",8,Funded,0,15th Ave NE,25,1,0.99555918927,High-Capacity,High-Capacity,540.193311471,Frequent: 10 Plus,540.193311470925
789,4031,"167, 20, 271, 372, 43, 44, 48, 49, 542, 556, 70",11,none,0,15th Ave NE,25,1,0.996395736728,High-Capacity,High-Capacity,1304.71078142,Frequent: 10 Plus,1304.71078141627
790,4513,"45, 73, 75, 79",4,none,0,University Way NE,25,1,0.996816312449,High-Capacity,Very Frequent,655.945663979,Frequent: 10,655.945663979144
791,1240,"60, 9",2,Candidate,0,12th Ave S,27,1,0.997210093948,High-Capacity,Very Frequent,614.156390488,Frequent: 10,614.156390487518
792,1261,"167, 20, 255, 271, 372, 43, 44, 45, 48, 542, 556, 65, 67, 75, 79",15,none,0,15th Ave NE,27,1,0.997358667376,High-Capacity,High-Capacity,231.720689161,Frequent: 10 Plus,231.7206891608
793,1838,"20, 49, 65, 70, 79",5,none,0,NE Campus Pkwy,27,1,0.997541411823,High-Capacity,High-Capacity,285.015090314,Frequent: 10 Plus,285.015090314326
794,2021,"1, 13, 14, 2, 36, 4, 43, 49, 554, 7, 70",11,Funded,0,S Jackson St,28,1,0.997634011396,High-Capacity,High-Capacity,144.421766361,Frequent: 10 Plus,144.421766361354
795,2022,"106, 14, 218, 554, 7, 9",6,Funded,0,S Jackson St,28,1,0.99812214565,High-Capacity,High-Capacity,761.312485465,Frequent: 10 Plus,761.312485464951
796,2023,"1, 106, 14, 218, 36, 49, 554, 7",8,Funded,0,S Jackson St,30,1,0.999154750571,High-Capacity,High-Capacity,1610.48935159,Frequent: 10 Plus,1610.48935158806
797,2024,"1, 106, 13, 14, 2, 3, 36, 4, 43, 49, 554, 62, 7, 70",14,Funded,0,S Jackson St,30,1,0.999380375819,High-Capacity,High-Capacity,351.893596123,Frequent: 10 Plus,351.89359613812
798,2325,"1, 106, 14, 218, 36, 49, 554, 7",8,Funded,0,S Jackson St,30,1,1,High-Capacity,High-Capacity,966.389105308,Frequent: 10 Plus,966.389105293547
799,1483, ,0, ,0,Alki Ave SW,0,0,0.0426642166342, , ,11145.0294371,Other Transit,11145.029437069
800,1525, ,0, ,0,California Ave SW,0,0,0.053611670194, , ,3542.19843479,Other Transit,3542.19843479292
801,1641, ,0, ,0,Harbor Ave SW,0,0,0.0753068674406, , ,7019.77800682,Other Transit,7019.77800682611
802,3054, ,0, ,0,Harbor Ave SW,0,0,0.158564014476,Frequent, ,257.130073016,Other Transit,257.130073016066
803,4350, ,0, ,0,3rd Ave NW,0,0,0.165220602774,Frequent, ,1984.68511028,Other Transit,1984.68511027786
804,4011, ,0, ,0,N 130th St,3,0,0.283224114605,Frequent,Frequent,1955.00099988,Frequent: 10,1955.00099987796
805,4015, ,0, ,0,NE 130th St,5,0,0.372436320909,Frequent,Frequent,658.909758282,Frequent: 10,658.909758281555
806,4161, ,0, ,0,NE 56th St,5,0,0.381054171939,Frequent,Frequent,1551.63901379,Frequent: 15,1551.63901378532
807,1651, ,0, ,0,38th Ave S,8,0,0.498318586262,Frequent, ,4077.64756757,Other Transit,4077.64756757021
